Time,ECG
0.0,-0.03787471603086755
0.001000100010001,0.05025708728322957
0.002000200020002,-0.03049962310875182
0.003000300030003,-0.019667306276722352
0.004000400040004,0.005310922534728608
0.005000500050005001,-0.028840801743224287
0.006000600060006,-0.023659263265379836
0.0070007000700070005,0.018178682016363284
0.008000800080008,0.01028125417945183
0.009000900090009001,0.020110326270120618
0.010001000100010001,0.0067797876229016745
0.011001100110011002,0.022075672061736173
0.012001200120012,0.004466370255491341
0.013001300130013,-0.026778098812742183
0.014001400140014001,0.0032495024390830395
0.015001500150015001,-0.01844449068929934
0.016001600160016,0.013249943639255019
0.017001700170017002,-0.006875453760067768
0.018001800180018002,-0.009673381533080193
0.019001900190019003,-0.006529600789030228
0.020002000200020003,0.010066250328073189
0.021002100210021003,0.029932708440097804
0.022002200220022004,0.002754267655933978
0.023002300230023004,0.005533987677629573
0.024002400240024,0.00045321686971144115
0.025002500250025,0.04411366339572854
0.026002600260026,0.0420276405817732
0.027002700270027002,-0.05197275216377751
0.028002800280028002,0.003164462054370959
0.029002900290029002,-0.0074277712638522305
0.030003000300030003,0.009945882098328543
0.031003100310031003,0.004626412897547578
0.032003200320032,0.005499920429191441
0.033003300330033,0.008006668689413052
0.034003400340034004,-0.05596302905853127
0.035003500350035,0.004820164153416882
0.036003600360036005,-0.021537920554054683
0.037003700370037,-0.011958605040591907
0.038003800380038005,-0.0379071103732638
0.039003900390039,-0.019042194524685967
0.040004000400040006,0.03604408706492009
0.041004100410041,-0.0038262871384196246
0.04200420042004201,0.02872754271242064
0.043004300430043,-0.021064366858742963
0.04400440044004401,-0.017026598467616366
0.045004500450045004,0.01347043847956791
0.04600460046004601,0.011040409585694072
0.047004700470047005,-0.04408208751717487
0.048004800480048,-0.0293407736923121
0.049004900490049005,0.01952825264585674
0.05000500050005,0.022772277348836103
0.051005100510051006,-0.05656632312222603
0.052005200520052,0.008929498601352602
0.05300530053005301,0.0274411986975691
0.054005400540054004,-0.014296618783167502
0.05500550055005501,0.044552294518784535
0.056005600560056004,0.033873362119341055
0.05700570057005701,0.007763705397659731
0.058005800580058005,0.034783364095819926
0.05900590059005901,-0.015117493794473167
0.060006000600060005,0.0019661792463204412
0.06100610061006101,-0.042019191421898194
0.062006200620062006,0.004653033283689989
