Time (s),EEG
0.0,-0.006932618575244538
0.001000100010001,0.016464789994269872
0.002000200020002,0.010964313281592152
0.003000300030003,0.017530489889657403
0.004000400040004,0.03188634861474732
0.005000500050005001,0.011623457740988672
0.006000600060006,0.0202572618852074
0.0070007000700070005,0.035869822758533364
0.008000800080008,0.025147953723321563
0.009000900090009001,0.026838328226994928
0.010001000100010001,0.02596383147624374
0.011001100110011002,0.03792169308683892
0.012001200120012,0.06006763304194235
0.013001300130013,0.036571615091770496
0.014001400140014001,0.028618812208241973
0.015001500150015001,0.04067166768337959
0.016001600160016,0.03332324141607457
0.017001700170017002,0.050119892496207324
0.018001800180018002,0.05092173404528038
0.019001900190019003,0.06051860660673108
0.020002000200020003,0.05234472194770979
0.021002100210021003,0.046776995992617684
0.022002200220022004,0.04353978188104292
0.023002300230023004,0.04756661618870125
0.024002400240024,0.056401868720325425
0.025002500250025,0.05472970795923104
0.026002600260026,0.04989402171090909
0.027002700270027002,0.05849562864427498
0.028002800280028002,0.03740392656333541
0.029002900290029002,0.0327768994469219
0.030003000300030003,0.04514292656764662
0.031003100310031003,0.04484057326771861
0.032003200320032,0.041008996096048994
0.033003300330033,0.04138604788762437
0.034003400340034004,0.043969117190358925
0.035003500350035,0.04702442829470828
0.036003600360036005,0.022716316136592824
0.037003700370037,0.029610867960616957
0.038003800380038005,0.03946217060101089
0.039003900390039,0.03167965181444531
0.040004000400040006,0.035856616795116605
0.041004100410041,0.03097096899313926
0.04200420042004201,0.023418178628040267
0.043004300430043,0.021983417174882093
0.04400440044004401,0.009666786280455827
0.045004500450045004,0.014962318495121505
0.04600460046004601,0.012983255267307921
0.047004700470047005,0.02560303670422122
0.048004800480048,-0.005038407207637417
0.049004900490049005,0.003293876725696867
0.05000500050005,0.017992885266540363
0.051005100510051006,-0.0028203863483113397
0.052005200520052,-0.00869993999977929
0.05300530053005301,-0.009599279168120516
0.054005400540054004,-0.008308087830938084
0.05500550055005501,-0.02657452627323288
0.056005600560056004,-0.026370446101244997
0.05700570057005701,-0.03169847959795205
0.058005800580058005,-0.01903466218582529
0.05900590059005901,-0.031665408014712605
0.060006000600060005,-0.03609409501890431
0.06100610061006101,-0.03977153124172793
0.062006200620062006,-0.038809523576461176
0.063006300630063,-0.05134878147879497
0.064006400640064,-0.032791532277612376
0.06500650065006501,-0.03983305844302839
0.066006600660066,-0.05760011586908302
0.067006700670067,-0.0379032852318233
0.06800680068006801,-0.04242931540009832
0.06900690069006901,-0.04365213351930761
0.07000700070007,-0.05750073982106703
0.071007100710071,-0.037049984071682626
0.07200720072007201,-0.04992223226353438
0.07300730073007301,-0.06161219338877444
0.074007400740074,-0.04380129686289785
0.075007500750075,-0.04199935367593648
0.07600760076007601,-0.03778660980987381
0.07700770077007701,-0.06277057363046291
0.078007800780078,-0.044072466850733606
