Time,Ch1,Ch2,Ch3,Ch4
0.0,-0.41789161202669606,-0.08080111616506697,-0.49837377564093444,0.7483013548540306
0.004001600640256103,0.38470315562726765,0.03230718054268933,-0.38890113174527974,1.0570993087911158
0.008003201280512205,0.479134447295276,-0.2696131101798964,0.9125363003246248,1.103976649351452
0.012004801920768308,0.37194507088489603,2.0975690798651025,1.0425906835631489,-0.15653320555134298
0.01600640256102441,1.1402174227442705,0.4066628321847682,0.5101610336757157,0.8134046319561591
0.020008003201280513,-0.10095051481245176,0.31193208171418574,0.6965248462065602,1.4707254920767783
0.024009603841536616,1.5718342613790428,0.8441070699359554,2.379832804342965,1.588373224177111
0.028011204481792718,0.23903066360452707,0.011555525620689067,1.6057047433599956,1.25198668637683
0.03201280512204882,1.213388088348763,0.8752703039923322,0.9521573101061181,0.5241561359650684
0.03601440576230493,0.631795794474678,-0.32524317219955123,1.0257264428820707,0.3315982337690861
0.040016006402561026,0.9835654793110532,-0.452914349275171,0.47646827960547017,0.002423451040752589
0.044017607042817125,-0.23829422482040125,-0.31125288705396226,1.4866189584690794,-1.8968810177221436
0.04801920768307323,0.24155634607601442,-0.2542774361908581,0.935462612220856,-1.7584197624721207
0.05202080832332934,-0.22790029334476483,-1.056836147827864,0.3110103985992932,-1.5322493950468752
0.056022408963585436,-1.0863689676369155,-0.9381160149997948,0.9259153745241194,-0.39353342529840846
0.060024009603841535,-0.5740434790112491,-1.1094172982999972,0.6660951529104677,-0.44613929578530126
0.06402561024409764,-1.2579107521965531,-0.284578669799715,-0.5179270669627288,-1.4431993496533941
0.06802721088435375,-1.0909699428638946,-0.7529717631049293,-0.28844154238791114,0.4524789263307292
0.07202881152460985,-1.0243574109305142,-0.6898080819231533,0.8361673795487548,0.7555649620332595
0.07603041216486595,-1.675457418245328,-0.6043820990093629,-1.4548355929810586,1.3385888040393397
0.08003201280512205,0.1357083414961593,0.6680628801907421,-0.4793940133388564,1.2323894402999938
0.08403361344537816,-0.4288282248490035,-0.33862157699621714,-0.7642723989712211,0.7791927656440042
0.08803521408563425,-1.7825371992103878,-0.13767560835774062,-0.830565847933668,0.276719325988829
0.09203681472589036,0.04031787411391158,0.3203817778263167,-0.33411062573375716,0.7430161209594275
0.09603841536614646,0.7015320318571046,0.28454697601175716,-0.8085262390492735,1.0304004207911357
0.10004001600640257,-0.8258599585827489,0.5252766020141195,-0.6400718575978539,-0.024151928656437057
0.10404161664665867,0.19666807667016906,0.597193565580923,-0.7362254075238516,-0.5880225805944695
0.10804321728691477,1.2105338861458401,0.8796438207876951,-1.2078502531840212,-0.644411544628532
0.11204481792717087,0.4028102541452745,1.1775845244056173,-0.46716070863358916,-0.45102977504176284
0.11604641856742698,0.6355026392902595,0.14125026550020642,-1.0012198481818695,-0.8093056174731216
0.12004801920768307,0.4584229191354409,0.2983060459637663,-0.8697080523451297,-0.04720732898336222
